names,masks
"(11070,10455,512,512)","(11070,10455,512,512)"
"(11070,10660,512,512)","(11070,10660,512,512)"
"(11275,410,512,512)","(11275,410,512,512)"
"(11275,615,512,512)","(11275,615,512,512)"
"(11275,820,512,512)","(11275,820,512,512)"
"(11275,1025,512,512)","(11275,1025,512,512)"
"(11275,1230,512,512)","(11275,1230,512,512)"
"(11275,1435,512,512)","(11275,1435,512,512)"
"(11275,1640,512,512)","(11275,1640,512,512)"
"(11275,1845,512,512)","(11275,1845,512,512)"
"(11275,2050,512,512)","(11275,2050,512,512)"
"(11275,2255,512,512)","(11275,2255,512,512)"
"(11275,2460,512,512)","(11275,2460,512,512)"
"(11275,2665,512,512)","(11275,2665,512,512)"
"(11275,2870,512,512)","(11275,2870,512,512)"
"(11275,3075,512,512)","(11275,3075,512,512)"
"(11275,3280,512,512)","(11275,3280,512,512)"
"(11275,3485,512,512)","(11275,3485,512,512)"
"(11275,3690,512,512)","(11275,3690,512,512)"
"(11275,3895,512,512)","(11275,3895,512,512)"
"(11275,4100,512,512)","(11275,4100,512,512)"
"(11275,4305,512,512)","(11275,4305,512,512)"
"(11275,4510,512,512)","(11275,4510,512,512)"
"(11275,4715,512,512)","(11275,4715,512,512)"
"(11275,4920,512,512)","(11275,4920,512,512)"
"(11275,5125,512,512)","(11275,5125,512,512)"
"(11275,5330,512,512)","(11275,5330,512,512)"
"(11275,5535,512,512)","(11275,5535,512,512)"
"(11275,5740,512,512)","(11275,5740,512,512)"
"(11275,5945,512,512)","(11275,5945,512,512)"
"(11275,6150,512,512)","(11275,6150,512,512)"
"(11275,6355,512,512)","(11275,6355,512,512)"
"(11275,6560,512,512)","(11275,6560,512,512)"
"(11275,6765,512,512)","(11275,6765,512,512)"
"(11275,6970,512,512)","(11275,6970,512,512)"
"(11275,7175,512,512)","(11275,7175,512,512)"
"(11275,7380,512,512)","(11275,7380,512,512)"
"(11275,7585,512,512)","(11275,7585,512,512)"
"(11275,7790,512,512)","(11275,7790,512,512)"
"(11275,7995,512,512)","(11275,7995,512,512)"
"(11275,8200,512,512)","(11275,8200,512,512)"
"(11275,8405,512,512)","(11275,8405,512,512)"
"(11275,8610,512,512)","(11275,8610,512,512)"
"(11275,8815,512,512)","(11275,8815,512,512)"
"(11275,9020,512,512)","(11275,9020,512,512)"
"(11275,9225,512,512)","(11275,9225,512,512)"
"(11275,9430,512,512)","(11275,9430,512,512)"
"(11275,9635,512,512)","(11275,9635,512,512)"
"(11275,9840,512,512)","(11275,9840,512,512)"
"(11275,10045,512,512)","(11275,10045,512,512)"
"(11275,10250,512,512)","(11275,10250,512,512)"
"(11275,10455,512,512)","(11275,10455,512,512)"
"(11275,10660,512,512)","(11275,10660,512,512)"
"(11480,410,512,512)","(11480,410,512,512)"
"(11480,615,512,512)","(11480,615,512,512)"
"(11480,820,512,512)","(11480,820,512,512)"
"(11480,1025,512,512)","(11480,1025,512,512)"
"(11480,1230,512,512)","(11480,1230,512,512)"
"(11480,1435,512,512)","(11480,1435,512,512)"
"(11480,1640,512,512)","(11480,1640,512,512)"
"(11480,1845,512,512)","(11480,1845,512,512)"
"(11480,2050,512,512)","(11480,2050,512,512)"
"(11480,2255,512,512)","(11480,2255,512,512)"
"(11480,2460,512,512)","(11480,2460,512,512)"
"(11480,2665,512,512)","(11480,2665,512,512)"
"(11480,2870,512,512)","(11480,2870,512,512)"
"(11480,3075,512,512)","(11480,3075,512,512)"
"(11480,3280,512,512)","(11480,3280,512,512)"
"(11480,3485,512,512)","(11480,3485,512,512)"
"(11480,3690,512,512)","(11480,3690,512,512)"
"(11480,3895,512,512)","(11480,3895,512,512)"
"(11480,4100,512,512)","(11480,4100,512,512)"
"(11480,4305,512,512)","(11480,4305,512,512)"
"(11480,4510,512,512)","(11480,4510,512,512)"
"(11480,4715,512,512)","(11480,4715,512,512)"
"(11480,4920,512,512)","(11480,4920,512,512)"
"(11480,5125,512,512)","(11480,5125,512,512)"
"(11480,5330,512,512)","(11480,5330,512,512)"
"(11480,5535,512,512)","(11480,5535,512,512)"
"(11480,5740,512,512)","(11480,5740,512,512)"
"(11480,5945,512,512)","(11480,5945,512,512)"
"(11480,6150,512,512)","(11480,6150,512,512)"
"(11480,6355,512,512)","(11480,6355,512,512)"
"(11480,6560,512,512)","(11480,6560,512,512)"
"(11480,6765,512,512)","(11480,6765,512,512)"
"(11480,6970,512,512)","(11480,6970,512,512)"
"(11480,7175,512,512)","(11480,7175,512,512)"
"(11480,7380,512,512)","(11480,7380,512,512)"
"(11480,7585,512,512)","(11480,7585,512,512)"
"(11480,7790,512,512)","(11480,7790,512,512)"
"(11480,7995,512,512)","(11480,7995,512,512)"
"(11480,8200,512,512)","(11480,8200,512,512)"
"(11480,8405,512,512)","(11480,8405,512,512)"
"(11480,8610,512,512)","(11480,8610,512,512)"
"(11480,8815,512,512)","(11480,8815,512,512)"
"(11480,9020,512,512)","(11480,9020,512,512)"
"(11480,9225,512,512)","(11480,9225,512,512)"
"(11480,9430,512,512)","(11480,9430,512,512)"
"(11480,9635,512,512)","(11480,9635,512,512)"
"(11480,9840,512,512)","(11480,9840,512,512)"
"(11480,10045,512,512)","(11480,10045,512,512)"
"(11480,10250,512,512)","(11480,10250,512,512)"
"(11480,10455,512,512)","(11480,10455,512,512)"
"(11480,10660,512,512)","(11480,10660,512,512)"
"(11685,410,512,512)","(11685,410,512,512)"
"(11685,615,512,512)","(11685,615,512,512)"
"(11685,820,512,512)","(11685,820,512,512)"
"(11685,1025,512,512)","(11685,1025,512,512)"
"(11685,1230,512,512)","(11685,1230,512,512)"
"(11685,1435,512,512)","(11685,1435,512,512)"
"(11685,1640,512,512)","(11685,1640,512,512)"
"(11685,1845,512,512)","(11685,1845,512,512)"
"(11685,2050,512,512)","(11685,2050,512,512)"
"(11685,2255,512,512)","(11685,2255,512,512)"
"(11685,2460,512,512)","(11685,2460,512,512)"
"(11685,2665,512,512)","(11685,2665,512,512)"
"(11685,2870,512,512)","(11685,2870,512,512)"
"(11685,3075,512,512)","(11685,3075,512,512)"
"(11685,3280,512,512)","(11685,3280,512,512)"
"(11685,3485,512,512)","(11685,3485,512,512)"
"(11685,3690,512,512)","(11685,3690,512,512)"
"(11685,3895,512,512)","(11685,3895,512,512)"
"(11685,4100,512,512)","(11685,4100,512,512)"
"(11685,4305,512,512)","(11685,4305,512,512)"
"(11685,4510,512,512)","(11685,4510,512,512)"
"(11685,4715,512,512)","(11685,4715,512,512)"
"(11685,4920,512,512)","(11685,4920,512,512)"
"(11685,5125,512,512)","(11685,5125,512,512)"
"(11685,5330,512,512)","(11685,5330,512,512)"
"(11685,5535,512,512)","(11685,5535,512,512)"
"(11685,5740,512,512)","(11685,5740,512,512)"
"(11685,5945,512,512)","(11685,5945,512,512)"
"(11685,6150,512,512)","(11685,6150,512,512)"
"(11685,6355,512,512)","(11685,6355,512,512)"
"(11685,6560,512,512)","(11685,6560,512,512)"
"(11685,6765,512,512)","(11685,6765,512,512)"
"(11685,6970,512,512)","(11685,6970,512,512)"
"(11685,7175,512,512)","(11685,7175,512,512)"
"(11685,7380,512,512)","(11685,7380,512,512)"
"(11685,7585,512,512)","(11685,7585,512,512)"
"(11685,7790,512,512)","(11685,7790,512,512)"
"(11685,7995,512,512)","(11685,7995,512,512)"
"(11685,8200,512,512)","(11685,8200,512,512)"
"(11685,8405,512,512)","(11685,8405,512,512)"
"(11685,8610,512,512)","(11685,8610,512,512)"
"(11685,8815,512,512)","(11685,8815,512,512)"
"(11685,9020,512,512)","(11685,9020,512,512)"
"(11685,9225,512,512)","(11685,9225,512,512)"
"(11685,9430,512,512)","(11685,9430,512,512)"
"(11685,9635,512,512)","(11685,9635,512,512)"
"(11685,9840,512,512)","(11685,9840,512,512)"
"(11685,10045,512,512)","(11685,10045,512,512)"
"(11685,10250,512,512)","(11685,10250,512,512)"
"(11685,10455,512,512)","(11685,10455,512,512)"
"(11685,10660,512,512)","(11685,10660,512,512)"
"(11890,410,512,512)","(11890,410,512,512)"
"(11890,615,512,512)","(11890,615,512,512)"
"(11890,820,512,512)","(11890,820,512,512)"
"(11890,1025,512,512)","(11890,1025,512,512)"
"(11890,1230,512,512)","(11890,1230,512,512)"
"(11890,1435,512,512)","(11890,1435,512,512)"
"(11890,1640,512,512)","(11890,1640,512,512)"
"(11890,1845,512,512)","(11890,1845,512,512)"
"(11890,2050,512,512)","(11890,2050,512,512)"
"(11890,2255,512,512)","(11890,2255,512,512)"
"(11890,2460,512,512)","(11890,2460,512,512)"
"(11890,2665,512,512)","(11890,2665,512,512)"
"(11890,2870,512,512)","(11890,2870,512,512)"
"(11890,3075,512,512)","(11890,3075,512,512)"
"(11890,3280,512,512)","(11890,3280,512,512)"
"(11890,3485,512,512)","(11890,3485,512,512)"
"(11890,3690,512,512)","(11890,3690,512,512)"
"(11890,3895,512,512)","(11890,3895,512,512)"
"(11890,4100,512,512)","(11890,4100,512,512)"
"(11890,4305,512,512)","(11890,4305,512,512)"
"(11890,4510,512,512)","(11890,4510,512,512)"
"(11890,4715,512,512)","(11890,4715,512,512)"
"(11890,4920,512,512)","(11890,4920,512,512)"
"(11890,5125,512,512)","(11890,5125,512,512)"
"(11890,5330,512,512)","(11890,5330,512,512)"
"(11890,5535,512,512)","(11890,5535,512,512)"
"(11890,5740,512,512)","(11890,5740,512,512)"
"(11890,5945,512,512)","(11890,5945,512,512)"
"(11890,6150,512,512)","(11890,6150,512,512)"
"(11890,6355,512,512)","(11890,6355,512,512)"
"(11890,6560,512,512)","(11890,6560,512,512)"
"(11890,6765,512,512)","(11890,6765,512,512)"
"(11890,6970,512,512)","(11890,6970,512,512)"
"(11890,7175,512,512)","(11890,7175,512,512)"
"(11890,7380,512,512)","(11890,7380,512,512)"
"(11890,7585,512,512)","(11890,7585,512,512)"
"(11890,7790,512,512)","(11890,7790,512,512)"
"(11890,7995,512,512)","(11890,7995,512,512)"
"(11890,8200,512,512)","(11890,8200,512,512)"
"(11890,8405,512,512)","(11890,8405,512,512)"
"(11890,8610,512,512)","(11890,8610,512,512)"
"(11890,8815,512,512)","(11890,8815,512,512)"
"(11890,9020,512,512)","(11890,9020,512,512)"
"(11890,9225,512,512)","(11890,9225,512,512)"
"(11890,9430,512,512)","(11890,9430,512,512)"
"(11890,9635,512,512)","(11890,9635,512,512)"
"(11890,9840,512,512)","(11890,9840,512,512)"
"(11890,10045,512,512)","(11890,10045,512,512)"
"(11890,10250,512,512)","(11890,10250,512,512)"
"(11890,10455,512,512)","(11890,10455,512,512)"
"(11890,10660,512,512)","(11890,10660,512,512)"
"(12095,410,512,512)","(12095,410,512,512)"
"(12095,615,512,512)","(12095,615,512,512)"
"(12095,820,512,512)","(12095,820,512,512)"
"(12095,1025,512,512)","(12095,1025,512,512)"
"(12095,1230,512,512)","(12095,1230,512,512)"
"(12095,1435,512,512)","(12095,1435,512,512)"
"(12095,1640,512,512)","(12095,1640,512,512)"
"(12095,1845,512,512)","(12095,1845,512,512)"
"(12095,2050,512,512)","(12095,2050,512,512)"
"(12095,2255,512,512)","(12095,2255,512,512)"
"(12095,2460,512,512)","(12095,2460,512,512)"
"(12095,2665,512,512)","(12095,2665,512,512)"
"(12095,2870,512,512)","(12095,2870,512,512)"
"(12095,3075,512,512)","(12095,3075,512,512)"
"(12095,3280,512,512)","(12095,3280,512,512)"
"(12095,3485,512,512)","(12095,3485,512,512)"
"(12095,3690,512,512)","(12095,3690,512,512)"
"(12095,3895,512,512)","(12095,3895,512,512)"
"(12095,4100,512,512)","(12095,4100,512,512)"
"(12095,4305,512,512)","(12095,4305,512,512)"
"(12095,4510,512,512)","(12095,4510,512,512)"
"(12095,4715,512,512)","(12095,4715,512,512)"
"(12095,4920,512,512)","(12095,4920,512,512)"
"(12095,5125,512,512)","(12095,5125,512,512)"
"(12095,5330,512,512)","(12095,5330,512,512)"
"(12095,5535,512,512)","(12095,5535,512,512)"
"(12095,5740,512,512)","(12095,5740,512,512)"
"(12095,5945,512,512)","(12095,5945,512,512)"
"(12095,6150,512,512)","(12095,6150,512,512)"
"(12095,6355,512,512)","(12095,6355,512,512)"
"(12095,6560,512,512)","(12095,6560,512,512)"
"(12095,6765,512,512)","(12095,6765,512,512)"
"(12095,6970,512,512)","(12095,6970,512,512)"
"(12095,7175,512,512)","(12095,7175,512,512)"
"(12095,7380,512,512)","(12095,7380,512,512)"
"(12095,7585,512,512)","(12095,7585,512,512)"
"(12095,7790,512,512)","(12095,7790,512,512)"
"(12095,7995,512,512)","(12095,7995,512,512)"
"(12095,8200,512,512)","(12095,8200,512,512)"
"(12095,8405,512,512)","(12095,8405,512,512)"
"(12095,8610,512,512)","(12095,8610,512,512)"
"(12095,8815,512,512)","(12095,8815,512,512)"
"(12095,9020,512,512)","(12095,9020,512,512)"
"(12095,9225,512,512)","(12095,9225,512,512)"
"(12095,9430,512,512)","(12095,9430,512,512)"
"(12095,9635,512,512)","(12095,9635,512,512)"
"(12095,9840,512,512)","(12095,9840,512,512)"
"(12095,10045,512,512)","(12095,10045,512,512)"
"(12095,10250,512,512)","(12095,10250,512,512)"
"(12095,10455,512,512)","(12095,10455,512,512)"
"(12095,10660,512,512)","(12095,10660,512,512)"
"(12300,410,512,512)","(12300,410,512,512)"
"(12300,615,512,512)","(12300,615,512,512)"
"(12300,820,512,512)","(12300,820,512,512)"
"(12300,1025,512,512)","(12300,1025,512,512)"
"(12300,1230,512,512)","(12300,1230,512,512)"
"(12300,1435,512,512)","(12300,1435,512,512)"
"(12300,1640,512,512)","(12300,1640,512,512)"
"(12300,1845,512,512)","(12300,1845,512,512)"
"(12300,2050,512,512)","(12300,2050,512,512)"
"(12300,2255,512,512)","(12300,2255,512,512)"
"(12300,2460,512,512)","(12300,2460,512,512)"
"(12300,2665,512,512)","(12300,2665,512,512)"
"(12300,2870,512,512)","(12300,2870,512,512)"
"(12300,3075,512,512)","(12300,3075,512,512)"
"(12300,3280,512,512)","(12300,3280,512,512)"
"(12300,3485,512,512)","(12300,3485,512,512)"
"(12300,3690,512,512)","(12300,3690,512,512)"
"(12300,3895,512,512)","(12300,3895,512,512)"
"(12300,4100,512,512)","(12300,4100,512,512)"
"(12300,4305,512,512)","(12300,4305,512,512)"
"(12300,4510,512,512)","(12300,4510,512,512)"
"(12300,4715,512,512)","(12300,4715,512,512)"
"(12300,4920,512,512)","(12300,4920,512,512)"
"(12300,5125,512,512)","(12300,5125,512,512)"
"(12300,5330,512,512)","(12300,5330,512,512)"
"(12300,5535,512,512)","(12300,5535,512,512)"
"(12300,5740,512,512)","(12300,5740,512,512)"
"(12300,5945,512,512)","(12300,5945,512,512)"
"(12300,6150,512,512)","(12300,6150,512,512)"
"(12300,6355,512,512)","(12300,6355,512,512)"
"(12300,6560,512,512)","(12300,6560,512,512)"
"(12300,6765,512,512)","(12300,6765,512,512)"
"(12300,6970,512,512)","(12300,6970,512,512)"
"(12300,7175,512,512)","(12300,7175,512,512)"
"(12300,7380,512,512)","(12300,7380,512,512)"
"(12300,7585,512,512)","(12300,7585,512,512)"
"(12300,7790,512,512)","(12300,7790,512,512)"
"(12300,7995,512,512)","(12300,7995,512,512)"
"(12300,8200,512,512)","(12300,8200,512,512)"
"(12300,8405,512,512)","(12300,8405,512,512)"
"(12300,8610,512,512)","(12300,8610,512,512)"
"(12300,8815,512,512)","(12300,8815,512,512)"
"(12300,9020,512,512)","(12300,9020,512,512)"
"(12300,9225,512,512)","(12300,9225,512,512)"
"(12300,9430,512,512)","(12300,9430,512,512)"
"(12300,9635,512,512)","(12300,9635,512,512)"
"(12300,9840,512,512)","(12300,9840,512,512)"
"(12300,10045,512,512)","(12300,10045,512,512)"
"(12300,10250,512,512)","(12300,10250,512,512)"
"(12300,10455,512,512)","(12300,10455,512,512)"
"(12300,10660,512,512)","(12300,10660,512,512)"
"(12505,410,512,512)","(12505,410,512,512)"
"(12505,615,512,512)","(12505,615,512,512)"
"(12505,820,512,512)","(12505,820,512,512)"
"(12505,1025,512,512)","(12505,1025,512,512)"
"(12505,1230,512,512)","(12505,1230,512,512)"
"(12505,1435,512,512)","(12505,1435,512,512)"
"(12505,1640,512,512)","(12505,1640,512,512)"
"(12505,1845,512,512)","(12505,1845,512,512)"
"(12505,2050,512,512)","(12505,2050,512,512)"
"(12505,2255,512,512)","(12505,2255,512,512)"
"(12505,2460,512,512)","(12505,2460,512,512)"
"(12505,2665,512,512)","(12505,2665,512,512)"
"(12505,2870,512,512)","(12505,2870,512,512)"
"(12505,3075,512,512)","(12505,3075,512,512)"
"(12505,3280,512,512)","(12505,3280,512,512)"
"(12505,3485,512,512)","(12505,3485,512,512)"
"(12505,3690,512,512)","(12505,3690,512,512)"
"(12505,3895,512,512)","(12505,3895,512,512)"
"(12505,4100,512,512)","(12505,4100,512,512)"
"(12505,4305,512,512)","(12505,4305,512,512)"
"(12505,4510,512,512)","(12505,4510,512,512)"
"(12505,4715,512,512)","(12505,4715,512,512)"
"(12505,4920,512,512)","(12505,4920,512,512)"
"(12505,5125,512,512)","(12505,5125,512,512)"
"(12505,5330,512,512)","(12505,5330,512,512)"
"(12505,5535,512,512)","(12505,5535,512,512)"
"(12505,5740,512,512)","(12505,5740,512,512)"
"(12505,5945,512,512)","(12505,5945,512,512)"
"(12505,6150,512,512)","(12505,6150,512,512)"
"(12505,6355,512,512)","(12505,6355,512,512)"
"(12505,6560,512,512)","(12505,6560,512,512)"
"(12505,6765,512,512)","(12505,6765,512,512)"
"(12505,6970,512,512)","(12505,6970,512,512)"
"(12505,7175,512,512)","(12505,7175,512,512)"
"(12505,7380,512,512)","(12505,7380,512,512)"
"(12505,7585,512,512)","(12505,7585,512,512)"
"(12505,7790,512,512)","(12505,7790,512,512)"
"(12505,7995,512,512)","(12505,7995,512,512)"
"(12505,8200,512,512)","(12505,8200,512,512)"
"(12505,8405,512,512)","(12505,8405,512,512)"
"(12505,8610,512,512)","(12505,8610,512,512)"
"(12505,8815,512,512)","(12505,8815,512,512)"
"(12505,9020,512,512)","(12505,9020,512,512)"
"(12505,9225,512,512)","(12505,9225,512,512)"
"(12505,9430,512,512)","(12505,9430,512,512)"
"(12505,9635,512,512)","(12505,9635,512,512)"
"(12505,9840,512,512)","(12505,9840,512,512)"
"(12505,10045,512,512)","(12505,10045,512,512)"
"(12505,10250,512,512)","(12505,10250,512,512)"
"(12505,10455,512,512)","(12505,10455,512,512)"
"(12505,10660,512,512)","(12505,10660,512,512)"
"(12710,410,512,512)","(12710,410,512,512)"
"(12710,615,512,512)","(12710,615,512,512)"
"(12710,820,512,512)","(12710,820,512,512)"
"(12710,1025,512,512)","(12710,1025,512,512)"
"(12710,1230,512,512)","(12710,1230,512,512)"
"(12710,1435,512,512)","(12710,1435,512,512)"
"(12710,1640,512,512)","(12710,1640,512,512)"
"(12710,1845,512,512)","(12710,1845,512,512)"
"(12710,2050,512,512)","(12710,2050,512,512)"
"(12710,2255,512,512)","(12710,2255,512,512)"
"(12710,2460,512,512)","(12710,2460,512,512)"
"(12710,2665,512,512)","(12710,2665,512,512)"
"(12710,2870,512,512)","(12710,2870,512,512)"
"(12710,3075,512,512)","(12710,3075,512,512)"
"(12710,3280,512,512)","(12710,3280,512,512)"
"(12710,3485,512,512)","(12710,3485,512,512)"
"(12710,3690,512,512)","(12710,3690,512,512)"
"(12710,3895,512,512)","(12710,3895,512,512)"
"(12710,4100,512,512)","(12710,4100,512,512)"
"(12710,4305,512,512)","(12710,4305,512,512)"
"(12710,4510,512,512)","(12710,4510,512,512)"
"(12710,4715,512,512)","(12710,4715,512,512)"
"(12710,4920,512,512)","(12710,4920,512,512)"
"(12710,5125,512,512)","(12710,5125,512,512)"
"(12710,5330,512,512)","(12710,5330,512,512)"
"(12710,5535,512,512)","(12710,5535,512,512)"
"(12710,5740,512,512)","(12710,5740,512,512)"
"(12710,5945,512,512)","(12710,5945,512,512)"
"(12710,6150,512,512)","(12710,6150,512,512)"
"(12710,6355,512,512)","(12710,6355,512,512)"
"(12710,6560,512,512)","(12710,6560,512,512)"
"(12710,6765,512,512)","(12710,6765,512,512)"
"(12710,6970,512,512)","(12710,6970,512,512)"
"(12710,7175,512,512)","(12710,7175,512,512)"
"(12710,7380,512,512)","(12710,7380,512,512)"
"(12710,7585,512,512)","(12710,7585,512,512)"
"(12710,7790,512,512)","(12710,7790,512,512)"
"(12710,7995,512,512)","(12710,7995,512,512)"
"(12710,8200,512,512)","(12710,8200,512,512)"
"(12710,8405,512,512)","(12710,8405,512,512)"
"(12710,9225,512,512)","(12710,9225,512,512)"
"(12710,9430,512,512)","(12710,9430,512,512)"
"(12710,9635,512,512)","(12710,9635,512,512)"
"(12710,9840,512,512)","(12710,9840,512,512)"
"(12710,10045,512,512)","(12710,10045,512,512)"
"(12710,10250,512,512)","(12710,10250,512,512)"
"(12710,10455,512,512)","(12710,10455,512,512)"
"(12710,10660,512,512)","(12710,10660,512,512)"
"(12915,410,512,512)","(12915,410,512,512)"
"(12915,615,512,512)","(12915,615,512,512)"
"(12915,820,512,512)","(12915,820,512,512)"
"(12915,1025,512,512)","(12915,1025,512,512)"
"(12915,1230,512,512)","(12915,1230,512,512)"
"(12915,1435,512,512)","(12915,1435,512,512)"
"(12915,1640,512,512)","(12915,1640,512,512)"
"(12915,1845,512,512)","(12915,1845,512,512)"
"(12915,2050,512,512)","(12915,2050,512,512)"
"(12915,2255,512,512)","(12915,2255,512,512)"
"(12915,2460,512,512)","(12915,2460,512,512)"
"(12915,2665,512,512)","(12915,2665,512,512)"
"(12915,2870,512,512)","(12915,2870,512,512)"
"(12915,3075,512,512)","(12915,3075,512,512)"
"(12915,3280,512,512)","(12915,3280,512,512)"
"(12915,3485,512,512)","(12915,3485,512,512)"
"(12915,3690,512,512)","(12915,3690,512,512)"
"(12915,3895,512,512)","(12915,3895,512,512)"
"(12915,4100,512,512)","(12915,4100,512,512)"
"(12915,4305,512,512)","(12915,4305,512,512)"
"(12915,4510,512,512)","(12915,4510,512,512)"
"(12915,4715,512,512)","(12915,4715,512,512)"
"(12915,4920,512,512)","(12915,4920,512,512)"
"(12915,5125,512,512)","(12915,5125,512,512)"
"(12915,5330,512,512)","(12915,5330,512,512)"
"(12915,5535,512,512)","(12915,5535,512,512)"
"(12915,5740,512,512)","(12915,5740,512,512)"
"(12915,5945,512,512)","(12915,5945,512,512)"
"(12915,6150,512,512)","(12915,6150,512,512)"
"(12915,6355,512,512)","(12915,6355,512,512)"
"(12915,6560,512,512)","(12915,6560,512,512)"
"(12915,6765,512,512)","(12915,6765,512,512)"
"(12915,6970,512,512)","(12915,6970,512,512)"
"(12915,7175,512,512)","(12915,7175,512,512)"
"(12915,7380,512,512)","(12915,7380,512,512)"
"(12915,7585,512,512)","(12915,7585,512,512)"
"(12915,7790,512,512)","(12915,7790,512,512)"
"(12915,7995,512,512)","(12915,7995,512,512)"
"(12915,8200,512,512)","(12915,8200,512,512)"
"(12915,9430,512,512)","(12915,9430,512,512)"
"(12915,9635,512,512)","(12915,9635,512,512)"
"(12915,9840,512,512)","(12915,9840,512,512)"
"(12915,10045,512,512)","(12915,10045,512,512)"
"(12915,10250,512,512)","(12915,10250,512,512)"
"(12915,10455,512,512)","(12915,10455,512,512)"
"(12915,10660,512,512)","(12915,10660,512,512)"
"(13120,410,512,512)","(13120,410,512,512)"
"(13120,615,512,512)","(13120,615,512,512)"
"(13120,820,512,512)","(13120,820,512,512)"
"(13120,1025,512,512)","(13120,1025,512,512)"
"(13120,1230,512,512)","(13120,1230,512,512)"
"(13120,1435,512,512)","(13120,1435,512,512)"
"(13120,1640,512,512)","(13120,1640,512,512)"
"(13120,1845,512,512)","(13120,1845,512,512)"
"(13120,2050,512,512)","(13120,2050,512,512)"
"(13120,2255,512,512)","(13120,2255,512,512)"
"(13120,2460,512,512)","(13120,2460,512,512)"
"(13120,2665,512,512)","(13120,2665,512,512)"
"(13120,2870,512,512)","(13120,2870,512,512)"
"(13120,3075,512,512)","(13120,3075,512,512)"
"(13120,3280,512,512)","(13120,3280,512,512)"
"(13120,3485,512,512)","(13120,3485,512,512)"
"(13120,3690,512,512)","(13120,3690,512,512)"
"(13120,3895,512,512)","(13120,3895,512,512)"
"(13120,4100,512,512)","(13120,4100,512,512)"
"(13120,4305,512,512)","(13120,4305,512,512)"
"(13120,4510,512,512)","(13120,4510,512,512)"
"(13120,4715,512,512)","(13120,4715,512,512)"
"(13120,4920,512,512)","(13120,4920,512,512)"
"(13120,5125,512,512)","(13120,5125,512,512)"
"(13120,5330,512,512)","(13120,5330,512,512)"
"(13120,5535,512,512)","(13120,5535,512,512)"
"(13120,5740,512,512)","(13120,5740,512,512)"
"(13120,5945,512,512)","(13120,5945,512,512)"
"(13120,6150,512,512)","(13120,6150,512,512)"
"(13120,6355,512,512)","(13120,6355,512,512)"
"(13120,6560,512,512)","(13120,6560,512,512)"
"(13120,6765,512,512)","(13120,6765,512,512)"
"(13120,6970,512,512)","(13120,6970,512,512)"
"(13120,7175,512,512)","(13120,7175,512,512)"
"(13120,7380,512,512)","(13120,7380,512,512)"
"(13120,7585,512,512)","(13120,7585,512,512)"
"(13120,7790,512,512)","(13120,7790,512,512)"
"(13120,7995,512,512)","(13120,7995,512,512)"
"(13120,8200,512,512)","(13120,8200,512,512)"
"(13120,9840,512,512)","(13120,9840,512,512)"
"(13120,10045,512,512)","(13120,10045,512,512)"
"(13120,10250,512,512)","(13120,10250,512,512)"
"(13120,10455,512,512)","(13120,10455,512,512)"
"(13120,10660,512,512)","(13120,10660,512,512)"
"(13325,410,512,512)","(13325,410,512,512)"
"(13325,615,512,512)","(13325,615,512,512)"
"(13325,820,512,512)","(13325,820,512,512)"
"(13325,1025,512,512)","(13325,1025,512,512)"
"(13325,1230,512,512)","(13325,1230,512,512)"
"(13325,1435,512,512)","(13325,1435,512,512)"
"(13325,1640,512,512)","(13325,1640,512,512)"
"(13325,1845,512,512)","(13325,1845,512,512)"
"(13325,2050,512,512)","(13325,2050,512,512)"
"(13325,2255,512,512)","(13325,2255,512,512)"
"(13325,2460,512,512)","(13325,2460,512,512)"
"(13325,2665,512,512)","(13325,2665,512,512)"
"(13325,2870,512,512)","(13325,2870,512,512)"
"(13325,3075,512,512)","(13325,3075,512,512)"
"(13325,3280,512,512)","(13325,3280,512,512)"
"(13325,3485,512,512)","(13325,3485,512,512)"
"(13325,3690,512,512)","(13325,3690,512,512)"
"(13325,3895,512,512)","(13325,3895,512,512)"
"(13325,4100,512,512)","(13325,4100,512,512)"
"(13325,4305,512,512)","(13325,4305,512,512)"
"(13325,4510,512,512)","(13325,4510,512,512)"
"(13325,4715,512,512)","(13325,4715,512,512)"
"(13325,4920,512,512)","(13325,4920,512,512)"
"(13325,5125,512,512)","(13325,5125,512,512)"
"(13325,5330,512,512)","(13325,5330,512,512)"
"(13325,5535,512,512)","(13325,5535,512,512)"
"(13325,5740,512,512)","(13325,5740,512,512)"
"(13325,5945,512,512)","(13325,5945,512,512)"
"(13325,6150,512,512)","(13325,6150,512,512)"
"(13325,6355,512,512)","(13325,6355,512,512)"
"(13325,6560,512,512)","(13325,6560,512,512)"
"(13325,6765,512,512)","(13325,6765,512,512)"
"(13325,6970,512,512)","(13325,6970,512,512)"
"(13325,7175,512,512)","(13325,7175,512,512)"
"(13325,7380,512,512)","(13325,7380,512,512)"
"(13325,7585,512,512)","(13325,7585,512,512)"
"(13325,7790,512,512)","(13325,7790,512,512)"
"(13325,7995,512,512)","(13325,7995,512,512)"
"(13325,8200,512,512)","(13325,8200,512,512)"
"(13325,10045,512,512)","(13325,10045,512,512)"
"(13325,10250,512,512)","(13325,10250,512,512)"
"(13325,10455,512,512)","(13325,10455,512,512)"
"(13325,10660,512,512)","(13325,10660,512,512)"
